id,name,type,ordered,laid_down,commissioned,launched,fate,fate_type,fate_survivors,fate_lat,fat_lon,fate_dead,shipyard,ships_sunk
449,U-449,VIIC,11/21/1940,7/17/1941,8/22/1942,6/13/1942,6/24/1943,Sunk,0,45,-11.59,49,"F Schichau GmbH, Danzig",0
450,U-450,VIIC,11/21/1940,7/22/1941,09/12/42,07/04/42,03/10/44,Sunk,51,41.11,12.27,0,"F Schichau GmbH, Danzig",0
451,U-451,VIIC,10/30/1939,5/18/1940,05/03/41,03/05/41,12/21/1941,Sunk,0,35.55,-6.08,44,"Deutsche Werke AG, Kiel",1
452,U-452,VIIC,10/30/1939,5/25/1940,5/29/1941,3/29/1941,8/25/1941,Sunk,0,61.3,-15.3,42,"Deutsche Werke AG, Kiel",0
453,U-453,VIIC,10/30/1939,07/04/40,6/26/1941,4/30/1941,5/21/1944,Sunk,51,38.13,16.36,1,"Deutsche Werke AG, Kiel",9
454,U-454,VIIC,10/30/1939,07/04/40,7/24/1941,4/30/1941,08/01/43,Sunk,14,45.36,-10.23,32,"Deutsche Werke AG, Kiel",1
455,U-455,VIIC,1/16/1940,09/03/40,8/21/1941,6/21/1941,04/05/44,Sunk,0,44.18,9.02,51,"Deutsche Werke AG, Kiel",3
456,U-456,VIIC,1/16/1940,09/03/40,9/18/1941,6/21/1941,05/12/43,Sunk,0,46.39,-26.54,49,"Deutsche Werke AG, Kiel",6
457,U-457,VIIC,1/16/1940,10/26/1940,11/05/41,10/04/41,9/16/1942,Sunk,0,75.05,43.15,45,"Deutsche Werke AG, Kiel",2
458,U-458,VIIC,1/16/1940,10/16/1940,12/12/41,10/04/41,8/22/1943,Sunk,39,36.25,12.39,8,"Deutsche Werke AG, Kiel",2
459,U-459,XIV,5/14/1940,11/22/1940,11/15/1941,9/13/1941,7/24/1943,Scuttled,41,45.53,-10.38,18,"Deutsche Werke AG, Kiel",0
460,U-460,XIV,5/14/1940,11/30/1940,12/24/1941,9/13/1941,10/04/43,Sunk,2,43.18,-28.58,62,"Deutsche Werke AG, Kiel",0
461,U-461,XIV,5/14/1940,12/09/40,1/30/1942,11/08/41,7/30/1943,Sunk,15,45.33,-10.48,53,"Deutsche Werke AG, Kiel",0
462,U-462,XIV,5/14/1940,01/02/41,03/05/42,11/29/1941,7/30/1943,Sunk,64,,,1,"Deutsche Werke AG, Kiel",0
463,U-463,XIV,8/15/1940,03/08/41,04/02/42,12/20/1941,5/16/1943,Sunk,0,45.57,-11.4,57,"Deutsche Werke AG, Kiel",0
464,U-464,XIV,8/15/1940,3/18/1941,4/30/1942,12/20/1941,8/20/1942,Sunk,52,61.25,-14.4,2,"Deutsche Werke AG, Kiel",0
465,U-465,VIIC,8/15/1940,5/17/1941,5/20/1942,3/30/1942,05/02/43,Sunk,0,44.48,-8.58,48,"Deutsche Werke AG, Kiel",0
466,U-466,VIIC,8/15/1940,5/24/1941,6/17/1942,3/30/1942,8/19/1944,Scuttled,0,43.05,5.56,0,"Deutsche Werke AG, Kiel",0
467,U-467,VIIC,8/15/1940,6/22/1941,7/15/1942,5/16/1942,5/25/1943,Sunk,0,62.25,-14.52,46,"Deutsche Werke AG, Kiel",0
468,U-468,VIIC,8/15/1940,07/01/41,08/12/42,5/16/1942,08/11/43,Sunk,7,12.2,-20.07,44,"Deutsche Werke AG, Kiel",1
469,U-469,VIIC,1/20/1941,10/01/41,10/07/42,08/08/42,3/25/1943,Sunk,0,62.12,-16.4,47,"Deutsche Werke AG, Kiel",0
470,U-470,VIIC,1/20/1941,10/11/41,01/07/43,08/08/42,10/16/1943,Sunk,2,58.2,-29.2,46,"Deutsche Werke AG, Kiel",0
471,U-471,VIIC,1/20/1941,10/25/1941,05/05/43,03/06/43,08/06/44,Sunk,0,43.07,5.55,0,"Deutsche Werke AG, Kiel",0
472,U-472,VIIC,1/20/1941,11/15/1941,5/26/1943,03/06/43,03/04/44,Sunk,30,73.05,26.4,23,"Deutsche Werke AG, Kiel",0
473,U-473,VIIC,1/20/1941,12/01/41,6/16/1943,4/17/1943,05/06/44,Sunk,30,49.29,-21.22,23,"Deutsche Werke AG, Kiel",1
475,U-475,VIIC,04/10/41,09/05/42,07/07/43,5/28/1943,05/03/45,Scuttled,0,,,0,"Deutsche Werke AG, Kiel",1
476,U-476,VIIC,04/10/41,9/19/1942,7/28/1943,06/05/43,5/25/1944,Scuttled,21,65.08,4.53,34,"Deutsche Werke AG, Kiel",0
477,U-477,VIIC,04/10/41,10/17/1942,8/18/1943,07/03/43,06/03/44,Sunk,0,63.59,1.37,51,"Deutsche Werke AG, Kiel",0
478,U-478,VIIC,04/10/41,10/28/1942,09/08/43,7/17/1943,6/30/1944,Sunk,0,63.27,-0.5,52,"Deutsche Werke AG, Kiel",0
479,U-479,VIIC,04/10/41,11/19/1942,10/27/1943,8/14/1943,11/27/1944,Sunk,0,59.2,23.1,51,"Deutsche Werke AG, Kiel",1
480,U-480,VIIC,04/10/41,12/08/42,10/06/43,8/14/1943,1/29/1945,Sunk,0,50.22,-1.44,48,"Deutsche Werke AG, Kiel",2
481,U-481,VIIC,06/05/41,02/06/43,11/10/43,9/25/1943,05/09/45,Surrendered,0,,,0,"Deutsche Werke AG, Kiel",4
482,U-482,VIIC,06/05/41,2/13/1942,12/01/43,9/25/1943,11/25/1944,Sunk,0,60.18,-4.52,48,"Deutsche Werke AG, Kiel",4
483,U-483,VIIC,06/05/41,3/20/1943,12/22/1943,10/30/1943,05/09/45,Surrendered,0,,,0,"Deutsche Werke AG, Kiel",1
484,U-484,VIIC,06/05/41,3/27/1943,1/19/1944,11/20/1943,09/09/44,Sunk,0,55.45,-11.41,52,"Deutsche Werke AG, Kiel",0
485,U-485,VIIC,06/05/41,05/03/43,2/23/1944,1/15/1944,05/12/45,Surrendered,0,,,0,"Deutsche Werke AG, Kiel",0
486,U-486,VIIC,06/05/41,05/08/43,3/22/1944,02/12/44,04/12/45,Sunk,0,60.44,4.39,48,"Deutsche Werke AG, Kiel",2
487,U-487,XIV,7/17/1941,12/31/1941,12/21/1942,10/17/1942,7/13/1943,Sunk,33,27.15,-38.05,31,"F. Krupp Germaniawerft AG, Kiel",0
488,U-488,XIV,7/17/1941,01/03/42,02/01/43,10/17/1942,4/26/1944,Sunk,0,17.54,-38.05,64,"F. Krupp Germaniawerft AG, Kiel",0
489,U-489,XIV,7/17/1941,1/28/1942,03/08/43,12/24/1942,08/04/43,Sunk,53,,,1,"F. Krupp Germaniawerft AG, Kiel",0
490,U-490,XIV,7/17/1941,2/21/1942,3/27/1943,12/24/1942,06/12/44,Sunk,60,42.47,-40.08,0,"F. Krupp Germaniawerft AG, Kiel",0
501,U-501,IXC,9/25/1939,02/12/40,4/30/1941,1/25/1941,09/10/41,Sunk,37,62.5,-37.5,11,"Deutsche Werft AG, Hamburg",1
502,U-502,IXC,9/25/1939,04/02/40,5/31/1941,2/18/1941,07/06/42,Sunk,0,46.1,-6.4,52,"Deutsche Werft AG, Hamburg",14
503,U-503,IXC,9/25/1939,4/29/1940,07/10/41,04/05/41,3/15/1942,Sunk,0,45.5,-48.5,51,"Deutsche Werft AG, Hamburg",0
504,U-504,IXC,9/25/1939,4/29/1940,7/30/1941,4/24/1941,7/30/1943,Sunk,0,45.33,-10.56,53,"Deutsche Werft AG, Hamburg",15
505,U-505,IXC,9/25/1939,06/12/40,8/26/1941,5/24/1941,06/04/44,Captured,59,21.3,-19.2,1,"Deutsche Werft AG, Hamburg",8
506,U-506,IXC,9/25/1939,07/11/40,9/15/1941,6/20/1941,07/12/43,Sunk,6,42.3,-16.3,48,"Deutsche Werft AG, Hamburg",14
507,U-507,IXC,10/20/1939,09/11/40,10/08/41,7/15/1941,1/13/1943,Sunk,0,-1.38,-39.52,54,"Deutsche Werft AG, Hamburg",19
508,U-508,IXC,10/20/1939,9/24/1940,10/20/1941,7/30/1941,11/12/43,Sunk,0,46,-7.3,57,"Deutsche Werft AG, Hamburg",14
509,U-509,IXC,10/20/1939,11/01/40,11/04/41,8/19/1941,7/15/1943,Sunk,0,34.02,-26.01,54,"Deutsche Werft AG, Hamburg",5
510,U-510,IXC,10/20/1939,11/01/40,11/25/1941,09/04/41,05/09/45,Surrendered,0,,,0,"Deutsche Werft AG, Hamburg",11
511,U-511,IXC,10/20/1939,2/21/1941,12/08/41,9/22/1941,9/16/1943,Given,0,,,0,"Deutsche Werft AG, Hamburg",5
512,U-512,IXC,10/20/1939,2/24/1941,12/20/1941,10/09/41,10/02/42,Sunk,0,6.5,-52.25,51,"Deutsche Werft AG, Hamburg",3
513,U-513,IXC,2/14/1940,4/26/1941,01/10/42,10/29/1941,7/19/1943,Sunk,7,-27.17,-47.32,46,"Deutsche Werft AG, Hamburg",6
514,U-514,IXC,2/14/1940,4/29/1941,1/24/1942,11/18/1941,07/08/43,Sunk,0,43.37,-8.59,54,"Deutsche Werft AG, Hamburg",4
515,U-515,IXC,2/14/1940,05/08/41,2/21/1942,12/02/41,04/09/44,Sunk,44,34.35,-19.18,16,"Deutsche Werft AG, Hamburg",22
516,U-516,IXC,2/14/1940,05/12/41,2/21/1942,12/16/1941,5/14/1945,Surrendered,0,,,0,"Deutsche Werft AG, Hamburg",16
517,U-517,IXC,2/14/1940,06/05/41,3/21/1942,12/30/1941,11/21/1942,Sunk,52,46.16,-17.09,1,"Deutsche Werft AG, Hamburg",8
518,U-518,IXC,2/14/1940,06/12/41,4/25/1942,02/11/42,4/22/1945,Sunk,0,43.26,-38.23,56,"Deutsche Werft AG, Hamburg",9
519,U-519,IXC,2/14/1940,6/23/1941,05/07/42,02/12/42,1/31/1943,Missing,0,,,50,"Deutsche Werft AG, Hamburg",0
520,U-520,IXC,2/14/1940,07/01/41,5/19/1942,03/02/42,10/30/1942,Sunk,0,47.47,-49.5,53,"Deutsche Werft AG, Hamburg",0
521,U-521,IXC,2/14/1940,07/03/41,06/03/42,3/17/1942,06/02/43,Sunk,0,37.43,-73.16,51,"Deutsche Werft AG, Hamburg",3
522,U-522,IXC,2/14/1940,07/09/41,06/11/42,04/01/42,2/23/1943,Sunk,0,31.27,-26.22,51,"Deutsche Werft AG, Hamburg",7
523,U-523,IXC,2/14/1940,08/04/41,6/25/1942,4/15/1942,8/25/1943,Sunk,37,42.03,-18.02,17,"Deutsche Werft AG, Hamburg",1
524,U-524,IXC,2/14/1940,08/07/41,07/08/42,4/30/1942,3/22/1943,Sunk,0,30.15,-18.13,52,"Deutsche Werft AG, Hamburg",2
525,U-525,IXC/40,8/15/1940,09/10/41,7/30/1942,5/20/1942,08/11/43,Sunk,0,41.29,-38.55,54,"Deutsche Werft AG, Hamburg",1
526,U-526,IXC/40,8/15/1940,10/14/1941,08/12/42,06/03/42,4/14/1943,Sunk,12,47.41,-3.22,42,"Deutsche Werft AG, Hamburg",0
527,U-527,IXC/40,8/15/1940,10/28/1941,09/02/42,6/17/1942,7/23/1943,Sunk,13,35.25,-27.56,40,"Deutsche Werft AG, Hamburg",1
528,U-528,IXC/40,8/15/1940,11/10/41,9/16/1942,07/01/42,05/11/43,Sunk,45,46.55,-14.44,11,"Deutsche Werft AG, Hamburg",0
529,U-529,IXC/40,8/15/1940,11/26/1941,9/30/1942,7/15/1942,2/15/1943,Sunk,0,55.45,-31.09,48,"Deutsche Werft AG, Hamburg",0
530,U-530,IXC/40,8/15/1940,12/08/41,10/14/1942,7/28/1942,07/10/45,Surrendered,0,,,0,"Deutsche Werft AG, Hamburg",2
531,U-531,IXC/40,8/15/1940,12/22/1941,10/28/1942,08/12/42,05/06/43,Sunk,0,52.48,-45.18,54,"Deutsche Werft AG, Hamburg",0
532,U-532,IXC/40,8/15/1940,01/07/42,11/11/42,8/26/1942,5/13/1945,Surrendered,0,,,0,"Deutsche Werft AG, Hamburg",8
533,U-533,IXC/40,04/10/41,2/17/1942,11/25/1942,09/11/42,10/16/1943,Sunk,0,25.28,56.5,52,"Deutsche Werft AG, Hamburg",0
534,U-534,IXC/40,04/10/41,2/20/1942,12/23/1942,9/23/1942,05/05/45,Sunk,49,56.45,11.52,3,"Deutsche Werft AG, Hamburg",0
535,U-535,IXC/40,04/10/41,03/06/42,12/23/1942,10/08/42,07/05/43,Sunk,0,43.38,-9.13,55,"Deutsche Werft AG, Hamburg",0
536,U-536,IXC/40,04/10/41,3/13/1942,1/13/1943,10/21/1942,11/20/1943,Sunk,17,43.5,-19.39,38,"Deutsche Werft AG, Hamburg",0
537,U-537,IXC/40,04/10/41,04/10/42,1/27/1943,11/07/42,10/11/44,Sunk,0,-7.13,115.17,58,"Deutsche Werft AG, Hamburg",0
538,U-538,IXC/40,04/10/41,4/18/1942,02/10/43,11/20/1942,11/21/1943,Sunk,0,45.4,-19.35,55,"Deutsche Werft AG, Hamburg",0
539,U-539,IXC/40,06/05/41,05/08/42,2/24/1943,12/04/42,05/09/45,Surrendered,0,,,0,"Deutsche Werft AG, Hamburg",1
540,U-540,IXC/40,06/05/41,05/12/42,03/10/43,12/18/1942,10/17/1943,Sunk,0,58.38,-31.56,55,"Deutsche Werft AG, Hamburg",0
541,U-541,IXC/40,06/05/41,06/05/42,3/24/1943,01/05/43,05/12/45,Surrendered,0,,,0,"Deutsche Werft AG, Hamburg",1
542,U-542,IXC/40,06/05/41,06/12/42,04/07/43,1/19/1943,11/28/1943,Sunk,0,39.35,-19.51,56,"Deutsche Werft AG, Hamburg",0
543,U-543,IXC/40,06/05/41,07/03/42,4/21/1943,02/03/43,07/02/44,Sunk,0,25.34,-21.36,58,"Deutsche Werft AG, Hamburg",0
544,U-544,IXC/40,06/05/41,07/08/42,05/05/43,2/17/1943,1/16/1944,Sunk,0,40.3,-37.2,57,"Deutsche Werft AG, Hamburg",0
545,U-545,IXC/40,06/05/41,08/01/42,5/19/1943,03/03/43,02/10/44,Scuttled,56,58.17,-13.22,1,"Deutsche Werft AG, Hamburg",1
546,U-546,IXC/40,06/05/41,08/06/42,06/02/43,3/17/1943,4/24/1945,Sunk,33,43.53,-40.07,26,"Deutsche Werft AG, Hamburg",1
547,U-547,IXC/40,06/05/41,8/30/1942,6/16/1943,04/03/43,12/31/1944,Decommissioned,0,,,0,"Deutsche Werft AG, Hamburg",2
548,U-548,IXC/40,06/05/41,09/04/42,6/30/1943,4/14/1943,4/19/1945,Sunk,0,42.19,-61.45,58,"Deutsche Werft AG, Hamburg",1
549,U-549,IXC/40,06/05/41,9/28/1942,7/14/1943,4/28/1943,5/29/1944,Sunk,0,31.13,-23.03,57,"Deutsche Werft AG, Hamburg",1
550,U-550,IXC/40,06/05/41,10/02/42,7/28/1943,05/12/43,4/16/1944,Sunk,12,40.09,-69.44,44,"Deutsche Werft AG, Hamburg",1
551,U-551,VIIC,9/25/1939,11/21/1939,11/07/40,9/14/1940,3/23/1941,Sunk,0,62.37,-16.47,45,"Blohm & Voss, Hamburg",0
552,U-552,VIIC,9/25/1939,12/01/39,12/04/40,9/14/1940,02/01/45,Decommissioned,0,,,0,"Blohm & Voss, Hamburg",30
553,U-553,VIIC,9/25/1939,11/21/1939,12/23/1940,11/07/40,1/20/1943,Missing,0,,,47,"Blohm & Voss, Hamburg",12
554,U-554,VIIC,9/25/1939,12/01/39,1/15/1941,11/07/40,05/05/45,Scuttled,0,,,0,"Blohm & Voss, Hamburg",0
555,U-555,VIIC,9/25/1939,01/02/40,1/30/1941,12/07/40,03/01/45,Decommissioned,0,,,0,"Blohm & Voss, Hamburg",0
556,U-556,VIIC,9/25/1939,01/02/40,02/06/41,12/07/40,6/27/1941,Sunk,41,60.24,-29,5,"Blohm & Voss, Hamburg",6
557,U-557,VIIC,9/25/1939,01/06/40,2/13/1941,12/22/1940,12/16/1941,Sunk,0,35.31,23.19,43,"Blohm & Voss, Hamburg",6
558,U-558,VIIC,9/25/1939,01/06/40,2/20/1941,12/23/1940,7/20/1943,Sunk,5,45.1,-9.42,45,"Blohm & Voss, Hamburg",17
559,U-559,VIIC,10/16/1939,02/01/40,2/27/1941,01/08/41,10/30/1942,Sunk,38,32.3,33,7,"Blohm & Voss, Hamburg",4
560,U-560,VIIC,10/16/1939,02/01/40,03/06/41,01/10/41,05/03/45,Scuttled,0,,,0,"Blohm & Voss, Hamburg",0
561,U-561,VIIC,10/16/1939,2/28/1940,3/13/1941,1/23/1941,07/12/43,Sunk,5,38.16,15.39,42,"Blohm & Voss, Hamburg",5
562,U-562,VIIC,10/16/1939,02/07/40,3/20/1941,1/24/1941,2/19/1943,Sunk,0,32.57,20.54,49,"Blohm & Voss, Hamburg",6
563,U-563,VIIC,10/24/1939,3/30/1940,3/27/1941,02/05/41,5/31/1943,Sunk,0,46.35,-10.4,49,"Blohm & Voss, Hamburg",3
564,U-564,VIIC,10/24/1939,3/30/1940,04/03/41,02/07/41,6/14/1943,Sunk,18,44.17,-10.25,28,"Blohm & Voss, Hamburg",18
565,U-565,VIIC,10/24/1939,3/30/1940,04/10/41,2/20/1941,9/30/1944,Scuttled,0,37.59,23.34,5,"Blohm & Voss, Hamburg",3
566,U-566,VIIC,10/24/1939,3/30/1940,4/17/1941,2/20/1941,10/24/1943,Scuttled,49,41.12,-9.31,0,"Blohm & Voss, Hamburg",6
567,U-567,VIIC,10/24/1939,4/27/1940,4/24/1941,03/06/41,12/21/1941,Sunk,0,44.02,-20.1,47,"Blohm & Voss, Hamburg",2
568,U-568,VIIC,10/24/1939,4/27/1940,05/01/41,03/06/41,5/28/1942,Sunk,47,32.42,24.53,0,"Blohm & Voss, Hamburg",1
569,U-569,VIIC,10/24/1939,5/21/1940,05/08/41,3/20/1941,5/22/1943,Scuttled,25,50.4,-35.21,21,"Blohm & Voss, Hamburg",1
570,U-570,VIIC,10/24/1939,5/21/1940,5/15/1941,3/20/1941,8/27/1941,Captured,44,62.15,-18.35,0,"Blohm & Voss, Hamburg",0
571,U-571,VIIC,10/24/1939,06/08/40,5/22/1941,04/04/41,1/28/1944,Sunk,0,52.41,-14.27,52,"Blohm & Voss, Hamburg",5
572,U-572,VIIC,10/24/1939,6/15/1940,5/29/1941,04/05/41,08/03/43,Sunk,0,11.35,-54.05,47,"Blohm & Voss, Hamburg",6
573,U-573,VIIC,10/24/1939,06/08/40,06/05/41,4/17/1941,05/01/42,Damaged,43,37,1,1,"Blohm & Voss, Hamburg",1
574,U-574,VIIC,10/24/1939,6/15/1940,06/12/41,04/12/41,12/19/1941,Sunk,16,38.12,-17.23,28,"Blohm & Voss, Hamburg",1
575,U-575,VIIC,01/08/40,08/01/40,6/19/1941,4/30/1941,3/13/1944,Sunk,37,46.18,-27.34,18,"Blohm & Voss, Hamburg",8
576,U-576,VIIC,01/08/40,08/01/40,6/26/1941,4/30/1941,7/15/1942,Sunk,0,34.51,-75.22,45,"Blohm & Voss, Hamburg",4
577,U-577,VIIC,01/08/40,08/01/40,07/03/41,5/15/1941,1/15/1942,Sunk,0,32.4,25.48,43,"Blohm & Voss, Hamburg",0
578,U-578,VIIC,01/08/40,08/01/40,07/10/41,5/15/1941,08/06/42,Missing,0,,,49,"Blohm & Voss, Hamburg",4
579,U-579,VIIC,01/08/40,8/31/1940,7/17/1941,5/28/1941,10/12/41,Decommissioned,0,,,0,"Blohm & Voss, Hamburg",0
580,U-580,VIIC,01/08/40,8/31/1940,7/24/1941,5/28/1941,11/11/41,Sunk,32,55.45,20.4,12,"Blohm & Voss, Hamburg",0
581,U-581,VIIC,01/08/40,9/25/1940,7/31/1941,06/12/41,02/02/42,Sunk,41,38.24,-28.3,4,"Blohm & Voss, Hamburg",1
582,U-582,VIIC,01/08/40,9/25/1940,08/07/41,06/12/41,10/05/42,Sunk,0,58.52,-21.42,46,"Blohm & Voss, Hamburg",6
583,U-583,VIIC,01/08/40,10/01/40,8/14/1941,6/26/1941,11/15/1941,Sunk,0,55.18,16.53,45,"Blohm & Voss, Hamburg",0
584,U-584,VIIC,01/08/40,10/01/40,8/21/1941,6/26/1941,10/31/1943,Sunk,0,49.14,-31.55,53,"Blohm & Voss, Hamburg",3
585,U-585,VIIC,01/08/40,10/01/40,8/28/1941,07/09/41,3/30/1942,Sunk,0,70,34,44,"Blohm & Voss, Hamburg",0
586,U-586,VIIC,01/08/40,10/01/40,09/04/41,07/10/41,07/05/44,Sunk,0,43.07,5.55,0,"Blohm & Voss, Hamburg",2
587,U-587,VIIC,1/16/1940,10/31/1940,09/11/41,7/23/1941,3/27/1942,Sunk,0,47.21,-21.39,42,"Blohm & Voss, Hamburg",4
588,U-588,VIIC,1/16/1940,10/31/1940,9/18/1941,7/23/1941,7/31/1942,Sunk,0,49.59,-36.36,46,"Blohm & Voss, Hamburg",7
589,U-589,VIIC,1/16/1940,10/31/1940,9/25/1941,08/06/41,9/14/1942,Sunk,0,75.4,20.32,48,"Blohm & Voss, Hamburg",1
590,U-590,VIIC,1/16/1940,10/31/1940,10/02/41,08/06/41,07/09/43,Sunk,0,3.22,-48.38,45,"Blohm & Voss, Hamburg",1
591,U-591,VIIC,1/16/1940,10/30/1940,10/09/41,8/20/1941,7/30/1943,Sunk,28,-8.36,-34.34,19,"Blohm & Voss, Hamburg",4
592,U-592,VIIC,1/16/1940,10/30/1940,10/16/1941,8/20/1941,1/31/1944,Sunk,0,50.2,-17.29,49,"Blohm & Voss, Hamburg",1
593,U-593,VIIC,1/16/1940,12/17/1940,10/23/1941,09/03/41,12/13/1943,Sunk,51,37.38,5.58,0,"Blohm & Voss, Hamburg",9
594,U-594,VIIC,1/16/1940,12/17/1940,10/30/1941,09/03/41,06/05/43,Sunk,0,36.02,-10.28,50,"Blohm & Voss, Hamburg",2
595,U-595,VIIC,1/16/1940,01/04/41,11/06/41,9/17/1941,11/14/1942,Damaged,0,36.38,0.3,0,"Blohm & Voss, Hamburg",0
596,U-596,VIIC,1/16/1940,01/04/41,11/13/1941,9/17/1941,9/30/1944,Scuttled,0,37.59,23.34,1,"Blohm & Voss, Hamburg",12
597,U-597,VIIC,1/16/1940,1/13/1941,11/20/1941,10/01/41,10/12/42,Sunk,0,56.5,-28.05,49,"Blohm & Voss, Hamburg",0
598,U-598,VIIC,1/16/1940,01/11/41,11/27/1941,10/02/41,7/23/1943,Sunk,2,-4.05,-33.23,43,"Blohm & Voss, Hamburg",2
599,U-599,VIIC,5/22/1940,1/27/1941,12/04/41,10/15/1941,10/24/1942,Sunk,0,46.07,-17.4,44,"Blohm & Voss, Hamburg",0
600,U-600,VIIC,5/22/1940,1/25/1941,12/11/41,10/16/1941,11/25/1943,Sunk,0,40.31,-22.07,54,"Blohm & Voss, Hamburg",5
601,U-601,VIIC,5/22/1940,02/10/41,12/18/1941,10/29/1941,2/25/1944,Sunk,0,70.26,12.4,51,"Blohm & Voss, Hamburg",4
602,U-602,VIIC,5/22/1940,02/08/41,12/29/1941,10/30/1941,4/19/1943,Missing,0,,,48,"Blohm & Voss, Hamburg",1
603,U-603,VIIC,5/22/1940,2/27/1941,01/02/42,11/16/1941,2/19/1944,Missing,0,,,51,"Blohm & Voss, Hamburg",4
604,U-604,VIIC,5/22/1940,2/27/1941,01/08/42,11/16/1941,08/11/43,Scuttled,31,-4.15,-21.2,14,"Blohm & Voss, Hamburg",6
605,U-605,VIIC,5/22/1940,03/12/41,1/15/1942,11/27/1941,11/14/1942,Sunk,0,36.2,-1.01,46,"Blohm & Voss, Hamburg",3
606,U-606,VIIC,5/22/1940,03/12/41,1/22/1942,11/27/1941,2/22/1943,Sunk,11,47.44,-33.43,36,"Blohm & Voss, Hamburg",3
607,U-607,VIIC,5/22/1940,3/27/1941,1/29/1942,12/11/41,7/13/1943,Sunk,7,45.02,-9.14,45,"Blohm & Voss, Hamburg",4
608,U-608,VIIC,5/22/1940,3/27/1941,02/05/42,12/11/41,08/10/44,Sunk,52,46.3,-3.08,0,"Blohm & Voss, Hamburg",4
609,U-609,VIIC,5/22/1940,04/07/41,02/12/42,12/23/1941,02/06/43,Sunk,0,54.56,-28.11,47,"Blohm & Voss, Hamburg",2
610,U-610,VIIC,5/22/1940,04/05/41,2/19/1942,12/24/1941,10/08/43,Sunk,0,55.45,-24.33,51,"Blohm & Voss, Hamburg",4
611,U-611,VIIC,8/15/1940,4/22/1941,2/26/1942,01/08/42,12/08/42,Sunk,0,57.25,-35.19,45,"Blohm & Voss, Hamburg",0
612,U-612,VIIC,8/15/1940,4/21/1941,03/05/42,01/09/42,08/06/42,Sunk,43,55.03,18.05,2,"Blohm & Voss, Hamburg",0
613,U-613,VIIC,8/15/1940,05/06/41,03/12/42,1/29/1942,7/23/1943,Sunk,0,35.32,-28.36,48,"Blohm & Voss, Hamburg",2
614,U-614,VIIC,8/15/1940,05/06/41,3/19/1942,1/29/1942,7/29/1943,Sunk,0,46.42,-11.03,49,"Blohm & Voss, Hamburg",1
615,U-615,VIIC,8/15/1940,5/20/1941,3/26/1942,02/08/42,08/07/43,Sunk,43,12.38,-64.15,4,"Blohm & Voss, Hamburg",4
616,U-616,VIIC,8/15/1940,5/20/1941,04/02/42,02/08/42,5/17/1944,Sunk,53,36.46,0.52,0,"Blohm & Voss, Hamburg",2
617,U-617,VIIC,8/15/1940,5/31/1941,04/09/42,2/14/1942,09/12/43,Damaged,0,35.38,-3.27,0,"Blohm & Voss, Hamburg",8
618,U-618,VIIC,8/15/1940,5/29/1941,4/16/1942,2/20/1942,8/14/1944,Sunk,0,47.22,-4.39,61,"Blohm & Voss, Hamburg",3
619,U-619,VIIC,8/15/1940,6/19/1941,4/23/1942,03/09/42,10/05/42,Sunk,0,58.41,-22.58,44,"Blohm & Voss, Hamburg",2
620,U-620,VIIC,8/15/1940,6/19/1941,4/30/1942,03/09/42,2/13/1943,Sunk,0,39.18,-11.17,47,"Blohm & Voss, Hamburg",1
621,U-621,VIIC,8/15/1940,07/01/41,05/07/42,3/19/1942,8/18/1944,Sunk,0,45.52,-2.36,56,"Blohm & Voss, Hamburg",4
622,U-622,VIIC,8/15/1940,07/01/41,5/14/1942,3/19/1942,7/24/1943,Sunk,0,,,0,"Blohm & Voss, Hamburg",0
623,U-623,VIIC,8/15/1940,7/15/1941,5/21/1942,3/31/1942,2/21/1943,Sunk,0,48.08,-29.37,46,"Blohm & Voss, Hamburg",0
624,U-624,VIIC,8/15/1940,7/15/1941,5/28/1942,3/31/1942,02/07/43,Sunk,0,55.42,-26.17,45,"Blohm & Voss, Hamburg",5
625,U-625,VIIC,8/15/1940,7/28/1941,06/04/42,4/15/1942,03/10/44,Sunk,0,52.35,-20.19,53,"Blohm & Voss, Hamburg",3
626,U-626,VIIC,8/15/1940,7/28/1941,06/11/42,4/15/1942,12/14/1942,Missing,0,,,47,"Blohm & Voss, Hamburg",0
627,U-627,VIIC,8/15/1940,08/08/41,6/18/1942,4/29/1942,10/27/1942,Sunk,0,59.14,-22.49,44,"Blohm & Voss, Hamburg",0
628,U-628,VIIC,8/15/1940,08/07/41,6/25/1942,4/29/1942,07/03/43,Sunk,0,44.11,-8.45,49,"Blohm & Voss, Hamburg",4
629,U-629,VIIC,8/15/1940,8/23/1941,07/02/42,05/12/42,06/07/44,Sunk,0,48.34,-5.23,51,"Blohm & Voss, Hamburg",0
630,U-630,VIIC,8/15/1940,8/23/1941,07/09/42,05/12/42,05/06/43,Sunk,0,52.31,-44.5,47,"Blohm & Voss, Hamburg",2
631,U-631,VIIC,8/15/1940,09/05/41,7/16/1942,5/27/1942,10/17/1943,Sunk,0,58.13,-32.29,54,"Blohm & Voss, Hamburg",2
632,U-632,VIIC,8/15/1940,09/04/41,7/23/1942,5/27/1942,04/06/43,Sunk,0,58.02,-28.42,48,"Blohm & Voss, Hamburg",2
633,U-633,VIIC,8/15/1940,9/22/1941,7/30/1942,06/10/42,03/08/43,Sunk,0,58.21,-31,43,"Blohm & Voss, Hamburg",1
