id,name,type,ordered,laid_down,commissioned,launched,fate,fate_type,fate_survivors,fate_lat,fat_lon,fate_dead,shipyard,ships_sunk
1305,U-1305,VIIC/41,08/01/42,7/30/1943,9/13/1944,07/11/44,05/10/45,Surrendered,0,,,0,"Flensburger Schiffsbau-Ges, Flensburg",1
1306,U-1306,VIIC/41,08/01/42,9/23/1943,12/20/1944,10/25/1944,05/05/45,Scuttled,0,,,0,"Flensburger Schiffsbau-Ges, Flensburg",0
1307,U-1307,VIIC/41,08/01/42,12/02/43,11/17/1944,9/29/1944,05/09/45,Surrendered,0,,,0,"Flensburger Schiffsbau-Ges, Flensburg",0
1308,U-1308,VIIC/41,08/01/42,2/16/1944,1/17/1945,11/22/1944,05/01/45,Scuttled,0,54.1,12.05,0,"Flensburger Schiffsbau-Ges, Flensburg",0
1405,U-1405,XVIIB,01/04/43,10/15/1943,12/21/1944,12/01/44,05/05/45,Scuttled,0,,,0,"Blohm & Voss, Hamburg",0
1406,U-1406,XVIIB,01/04/43,10/30/1943,02/08/45,01/02/45,05/05/45,Surrendered,0,,,0,"Blohm & Voss, Hamburg",0
1407,U-1407,XVIIB,01/04/43,11/13/1943,3/13/1945,3/13/1945,05/05/45,Surrendered,0,,,0,"Blohm & Voss, Hamburg",0
2321,U-2321,XXIII,9/20/1943,03/10/44,06/12/44,4/17/1944,05/09/45,Surrendered,0,,,0,"Deutsche Werft AG, Hamburg",1
2322,U-2322,XXIII,9/20/1943,3/22/1944,07/01/44,4/30/1944,05/09/45,Surrendered,0,,,0,"Deutsche Werft AG, Hamburg",1
2323,U-2323,XXIII,9/20/1943,04/11/44,7/18/1944,5/31/1944,7/26/1944,Sunk,12,54.23,10.11,2,"Deutsche Werft AG, Hamburg",0
2324,U-2324,XXIII,9/20/1943,4/21/1944,7/25/1944,6/16/1944,05/09/45,Surrendered,0,,,0,"Deutsche Werft AG, Hamburg",0
2325,U-2325,XXIII,9/20/1943,4/29/1944,08/03/44,7/13/1944,05/09/45,Surrendered,0,,,0,"Deutsche Werft AG, Hamburg",0
2326,U-2326,XXIII,9/20/1943,05/08/44,08/10/44,7/17/1944,5/14/1945,Surrendered,0,,,0,"Deutsche Werft AG, Hamburg",0
2327,U-2327,XXIII,9/20/1943,5/16/1944,8/19/1944,7/29/1944,05/02/45,Scuttled,0,,,0,"Deutsche Werft AG, Hamburg",0
2328,U-2328,XXIII,9/20/1943,5/19/1944,8/25/1944,08/07/44,05/09/45,Surrendered,0,,,0,"Deutsche Werft AG, Hamburg",0
2329,U-2329,XXIII,9/20/1943,06/02/44,09/01/44,08/11/44,05/09/45,Surrendered,0,,,0,"Deutsche Werft AG, Hamburg",0
2330,U-2330,XXIII,9/20/1943,06/12/44,09/07/44,8/19/1944,05/03/45,Scuttled,0,,,0,"Deutsche Werft AG, Hamburg",0
2331,U-2331,XXIII,9/20/1943,6/30/1944,09/12/44,8/22/1944,10/10/44,Sunk,4,54,18,15,"Deutsche Werft AG, Hamburg",0
2332,U-2332,XXIII,07/07/44,9/20/1944,11/13/1944,10/18/1944,05/03/45,Scuttled,0,,,0,"F. Krupp Germaniawerft AG, Kiel",0
2333,U-2333,XXIII,07/07/44,9/27/1944,12/18/1944,11/16/1944,05/05/45,Scuttled,0,,,0,"F. Krupp Germaniawerft AG, Kiel",0
2334,U-2334,XXIII,9/20/1943,7/14/1944,9/21/1944,8/26/1944,05/09/45,Surrendered,0,,,0,"Deutsche Werft AG, Hamburg",0
2335,U-2335,XXIII,9/20/1943,7/20/1944,9/27/1944,8/31/1944,05/09/45,Surrendered,0,,,0,"Deutsche Werft AG, Hamburg",0
2336,U-2336,XXIII,9/20/1943,7/27/1944,9/30/1944,09/10/44,5/15/1945,Surrendered,0,,,0,"Deutsche Werft AG, Hamburg",2
2337,U-2337,XXIII,9/20/1943,08/02/44,10/04/44,9/15/1944,05/09/45,Surrendered,0,,,0,"Deutsche Werft AG, Hamburg",0
2338,U-2338,XXIII,9/20/1943,08/10/44,10/09/44,9/18/1944,05/04/45,Sunk,0,55.34,9.49,12,"Deutsche Werft AG, Hamburg",0
2339,U-2339,XXIII,9/20/1943,8/15/1944,11/16/1944,9/22/1944,05/05/45,Scuttled,0,,,0,"Deutsche Werft AG, Hamburg",0
2340,U-2340,XXIII,9/20/1943,8/18/1944,10/16/1944,9/28/1944,3/30/1945,Sunk,0,,,0,"Deutsche Werft AG, Hamburg",0
2341,U-2341,XXIII,9/20/1943,8/23/1944,10/21/1944,10/03/44,05/05/45,Surrendered,0,,,0,"Deutsche Werft AG, Hamburg",0
2342,U-2342,XXIII,9/20/1943,8/29/1944,11/01/44,10/13/1944,12/26/1944,Sunk,0,54.01.,", 14.1",7,"Deutsche Werft AG, Hamburg",0
2343,U-2343,XXIII,9/20/1943,8/31/1944,11/06/44,10/18/1944,05/05/45,Scuttled,0,,,0,"Deutsche Werft AG, Hamburg",0
2344,U-2344,XXIII,9/20/1943,09/04/44,11/10/44,10/24/1944,2/18/1945,Sunk,3,54.16.,", 11.4",11,"Deutsche Werft AG, Hamburg",0
2345,U-2345,XXIII,9/20/1943,09/07/44,11/15/1944,10/28/1944,05/09/45,Surrendered,0,,,0,"Deutsche Werft AG, Hamburg",0
2346,U-2346,XXIII,9/20/1943,9/14/1944,11/20/1944,10/31/1944,05/05/45,Scuttled,0,,,0,"Deutsche Werft AG, Hamburg",0
2347,U-2347,XXIII,9/20/1943,9/19/1944,12/02/44,11/06/44,05/05/45,Scuttled,0,,,0,"Deutsche Werft AG, Hamburg",0
2348,U-2348,XXIII,9/20/1944,9/22/1944,12/04/44,11/11/44,05/09/45,Surrendered,0,,,0,"Deutsche Werft AG, Hamburg",0
2349,U-2349,XXIII,9/20/1944,9/25/1944,12/11/44,11/20/1944,05/05/45,Scuttled,0,,,0,"Deutsche Werft AG, Hamburg",0
2350,U-2350,XXIII,9/20/1944,9/28/1944,12/23/1944,11/22/1944,05/09/45,Surrendered,0,,,0,"Deutsche Werft AG, Hamburg",0
2351,U-2351,XXIII,9/20/1944,10/03/44,12/30/1944,11/25/1944,05/05/45,Surrendered,0,,,0,"Deutsche Werft AG, Hamburg",0
2352,U-2352,XXIII,9/20/1944,10/09/44,01/11/45,12/05/44,05/05/45,Scuttled,0,,,0,"Deutsche Werft AG, Hamburg",0
2353,U-2353,XXIII,9/20/1944,10/10/44,01/09/45,12/06/44,05/09/45,Surrendered,0,,,0,"Deutsche Werft AG, Hamburg",0
2354,U-2354,XXIII,9/20/1944,10/14/1944,01/11/45,12/10/44,05/09/45,Surrendered,0,,,0,"Deutsche Werft AG, Hamburg",0
2355,U-2355,XXIII,9/20/1944,10/18/1944,01/12/45,12/13/1944,05/03/45,Scuttled,0,54.24,10.1,0,"Deutsche Werft AG, Hamburg",0
2356,U-2356,XXIII,9/20/1944,10/21/1944,01/12/45,12/19/1944,05/05/45,Surrendered,0,,,0,"Deutsche Werft AG, Hamburg",0
2357,U-2357,XXIII,9/20/1944,10/21/1944,1/13/1945,12/20/1944,05/05/45,Scuttled,0,,,0,"Deutsche Werft AG, Hamburg",0
2358,U-2358,XXIII,9/20/1944,11/01/44,1/16/1945,12/22/1944,05/05/45,Scuttled,0,,,0,"Deutsche Werft AG, Hamburg",0
2359,U-2359,XXIII,9/20/1944,11/03/44,1/16/1945,12/23/1944,05/02/45,Sunk,0,57.29,11.24,12,"Deutsche Werft AG, Hamburg",0
2360,U-2360,XXIII,9/20/1944,11/07/44,1/23/1945,12/29/1944,05/05/45,Scuttled,0,,,0,"Deutsche Werft AG, Hamburg",0
2361,U-2361,XXIII,9/20/1944,11/12/44,02/03/45,01/03/45,05/09/45,Surrendered,0,,,0,"Deutsche Werft AG, Hamburg",0
2362,U-2362,XXIII,9/20/1944,11/22/1944,02/05/45,01/11/45,05/05/45,Scuttled,0,,,0,"Deutsche Werft AG, Hamburg",0
2363,U-2363,XXIII,9/20/1944,11/22/1944,02/05/45,1/18/1945,05/09/45,Surrendered,0,,,0,"Deutsche Werft AG, Hamburg",0
2364,U-2364,XXIII,9/20/1944,11/27/1944,2/14/1945,1/23/1945,05/05/45,Scuttled,0,,,0,"Deutsche Werft AG, Hamburg",0
2365,U-2365,XXIII,9/20/1944,12/06/44,03/02/45,1/26/1945,05/08/45,Scuttled,0,56.51,11.49,0,"Deutsche Werft AG, Hamburg",0
2366,U-2366,XXIII,9/20/1944,12/06/44,03/10/45,2/17/1945,05/05/45,Scuttled,0,,,0,"Deutsche Werft AG, Hamburg",0
2367,U-2367,XXIII,9/20/1944,12/11/44,3/17/1945,2/23/1945,05/05/45,Sunk,0,55,11,0,"Deutsche Werft AG, Hamburg",0
2368,U-2368,XXIII,9/20/1944,12/15/1944,04/11/45,3/19/1945,05/05/45,Scuttled,0,,,0,"Deutsche Werft AG, Hamburg",0
2369,U-2369,XXIII,9/20/1944,12/20/1944,4/18/1945,3/24/1945,05/05/45,Scuttled,0,,,0,"Deutsche Werft AG, Hamburg",0
2371,U-2371,XXIII,07/07/44,1/19/1945,4/24/1945,4/18/1945,05/03/45,Scuttled,0,,,0,"Deutsche Werft AG, Hamburg",0
2501,U-2501,XXI,11/06/43,04/03/44,6/27/1944,05/12/44,05/03/45,Scuttled,0,,,0,"Blohm & Voss, Hamburg",0
2502,U-2502,XXI,11/06/43,4/25/1944,7/19/1944,6/15/1944,05/09/45,Surrendered,0,,,0,"Blohm & Voss, Hamburg",0
2503,U-2503,XXI,11/06/43,05/02/44,08/01/44,6/29/1944,05/04/45,Scuttled,0,55.09,11.08,0,"Blohm & Voss, Hamburg",0
2504,U-2504,XXI,11/06/43,5/20/1944,08/12/44,7/18/1944,11/19/1944,Decommissioned,0,,,0,"Blohm & Voss, Hamburg",0
2505,U-2505,XXI,11/06/43,5/23/1944,11/07/44,7/27/1944,05/01/45,Scuttled,0,,,0,"Blohm & Voss, Hamburg",0
2506,U-2506,XXI,11/06/43,5/29/1944,8/31/1944,08/05/44,05/09/45,Surrendered,0,,,0,"Blohm & Voss, Hamburg",0
2507,U-2507,XXI,11/06/43,06/04/44,09/08/44,8/14/1944,05/05/45,Scuttled,0,,,0,"Blohm & Voss, Hamburg",0
2508,U-2508,XXI,11/06/43,6/13/1944,9/26/1944,8/19/1944,05/03/45,Scuttled,0,,,0,"Blohm & Voss, Hamburg",0
2509,U-2509,XXI,11/06/43,6/17/1944,9/21/1944,8/27/1944,04/08/45,Sunk,0,,,0,"Blohm & Voss, Hamburg",0
2510,U-2510,XXI,11/06/43,07/05/44,9/27/1944,8/29/1944,05/02/45,Scuttled,0,,,0,"Blohm & Voss, Hamburg",0
2511,U-2511,XXI,11/06/43,07/07/44,9/29/1944,09/02/44,05/09/45,Surrendered,0,,,0,"Blohm & Voss, Hamburg",0
2512,U-2512,XXI,11/06/43,7/13/1944,10/10/44,09/07/44,05/03/45,Scuttled,0,,,0,"Blohm & Voss, Hamburg",0
2513,U-2513,XXI,11/06/43,7/19/1944,10/12/44,9/14/1944,05/09/45,Surrendered,0,,,0,"Blohm & Voss, Hamburg",0
2514,U-2514,XXI,11/06/43,7/24/1944,10/17/1944,9/17/1944,04/08/45,Sunk,0,,,0,"Blohm & Voss, Hamburg",0
2515,U-2515,XXI,11/06/43,7/28/1944,10/19/1944,9/22/1944,12/01/44,Damaged,0,,,0,"Blohm & Voss, Hamburg",0
2516,U-2516,XXI,11/06/43,08/03/44,10/24/1944,9/27/1944,04/09/45,Sunk,0,,,0,"Blohm & Voss, Hamburg",0
2517,U-2517,XXI,11/06/43,08/08/44,10/31/1944,10/04/44,05/05/45,Scuttled,0,,,0,"Blohm & Voss, Hamburg",0
2518,U-2518,XXI,11/06/43,8/16/1944,11/04/44,10/04/44,05/09/45,Surrendered,0,,,0,"Blohm & Voss, Hamburg",0
2519,U-2519,XXI,11/06/43,8/24/1944,11/15/1944,10/13/1944,05/03/45,Scuttled,0,,,0,"Blohm & Voss, Hamburg",0
2520,U-2520,XXI,11/06/43,8/24/1944,12/25/1944,10/16/1944,05/03/45,Scuttled,0,,,0,"Blohm & Voss, Hamburg",0
2521,U-2521,XXI,11/06/43,8/31/1944,11/21/1944,10/18/1944,05/03/45,Sunk,0,54.49,9.5,44,"Blohm & Voss, Hamburg",0
2522,U-2522,XXI,11/06/43,8/28/1944,11/22/1944,10/22/1944,05/05/45,Scuttled,0,,,0,"Blohm & Voss, Hamburg",0
2523,U-2523,XXI,11/06/43,09/06/44,12/26/1944,10/25/1944,1/17/1945,Sunk,0,,,0,"Blohm & Voss, Hamburg",0
2524,U-2524,XXI,11/06/43,09/06/44,1/16/1945,10/30/1944,05/03/45,Scuttled,0,54.26,11.39,1,"Blohm & Voss, Hamburg",0
2525,U-2525,XXI,11/06/43,9/13/1944,12/12/44,10/30/1944,05/05/45,Scuttled,0,,,0,"Blohm & Voss, Hamburg",0
2526,U-2526,XXI,11/06/43,9/16/1944,12/15/1944,11/07/44,05/02/45,Scuttled,0,,,0,"Blohm & Voss, Hamburg",0
2527,U-2527,XXI,11/06/43,9/20/1944,12/23/1944,11/07/44,05/02/45,Scuttled,0,,,0,"Blohm & Voss, Hamburg",0
2528,U-2528,XXI,11/06/43,9/25/1944,12/09/44,11/13/1944,05/02/45,Scuttled,0,,,0,"Blohm & Voss, Hamburg",0
2529,U-2529,XXI,11/06/43,9/29/1944,2/22/1945,11/13/1944,05/09/45,Surrendered,0,,,0,"Blohm & Voss, Hamburg",0
2530,U-2530,XXI,11/06/43,10/01/44,12/30/1944,11/25/1944,12/31/1944,Sunk,0,,,0,"Blohm & Voss, Hamburg",0
2531,U-2531,XXI,11/06/43,10/03/44,01/10/45,12/05/44,05/02/45,Scuttled,0,,,0,"Blohm & Voss, Hamburg",0
2533,U-2533,XXI,11/06/43,10/13/1944,1/18/1945,12/07/44,05/03/45,Scuttled,0,,,0,"Blohm & Voss, Hamburg",0
2534,U-2534,XXI,11/06/43,10/23/1944,1/17/1945,12/11/44,05/03/45,Scuttled,0,54.26,11.34,0,"Blohm & Voss, Hamburg",0
2535,U-2535,XXI,11/06/43,10/19/1944,1/28/1945,12/16/1944,05/03/45,Scuttled,0,,,0,"Blohm & Voss, Hamburg",0
2536,U-2536,XXI,11/06/43,10/21/1944,02/06/45,12/16/1944,05/03/45,Scuttled,0,,,0,"Blohm & Voss, Hamburg",0
2538,U-2538,XXI,11/06/43,10/24/1944,2/16/1945,01/06/45,05/08/45,Scuttled,0,54.53,10.1,0,"Blohm & Voss, Hamburg",0
2539,U-2539,XXI,11/06/43,10/27/1944,2/21/1945,01/06/45,05/03/45,Scuttled,0,,,0,"Blohm & Voss, Hamburg",0
2540,U-2540,XXI,11/06/43,10/28/1944,2/24/1945,1/13/1945,05/04/45,Scuttled,0,,,0,"Blohm & Voss, Hamburg",0
2541,U-2541,XXI,11/06/43,10/31/1944,03/01/45,1/13/1945,05/05/45,Scuttled,0,,,0,"Blohm & Voss, Hamburg",0
2542,U-2542,XXI,11/06/43,11/10/44,03/05/45,1/22/1945,04/03/45,Sunk,0,,,0,"Blohm & Voss, Hamburg",0
2543,U-2543,XXI,11/06/43,11/13/1944,03/07/45,02/09/45,05/03/45,Scuttled,0,,,0,"Blohm & Voss, Hamburg",0
2544,U-2544,XXI,11/06/43,11/15/1944,03/10/45,02/09/45,05/05/45,Scuttled,0,56.06,10.2,0,"Blohm & Voss, Hamburg",0
2545,U-2545,XXI,11/06/43,11/20/1944,04/08/45,2/22/1945,05/03/45,Scuttled,0,,,0,"Blohm & Voss, Hamburg",0
2546,U-2546,XXI,11/06/43,11/22/1944,3/21/1945,2/19/1945,05/03/45,Scuttled,0,,,0,"Blohm & Voss, Hamburg",0
2548,U-2548,XXI,11/06/43,11/30/1944,04/09/45,03/09/45,05/03/45,Scuttled,0,,,0,"Blohm & Voss, Hamburg",0
2551,U-2551,XXI,11/06/43,12/08/44,4/24/1945,3/31/1945,05/05/45,Grounded,0,54.49,9.28,0,"Blohm & Voss, Hamburg",0
2552,U-2552,XXI,11/06/43,12/10/44,4/21/1945,3/31/1945,05/03/45,Scuttled,0,54.21,10,0,"Blohm & Voss, Hamburg",0
3001,U-3001,XXI,11/06/43,4/15/1944,7/20/1944,5/30/1944,05/03/45,Scuttled,0,,,0,"AG Weser, Bremen",0
3002,U-3002,XXI,11/06/43,5/23/1944,08/06/44,07/09/44,05/02/45,Scuttled,0,,,0,"AG Weser, Bremen",0
3003,U-3003,XXI,11/06/43,5/27/1944,8/22/1944,7/18/1944,04/04/45,Sunk,0,,,0,"AG Weser, Bremen",0
3004,U-3004,XXI,11/06/43,06/04/44,8/30/1944,7/26/1944,05/01/45,Scuttled,0,,,0,"AG Weser, Bremen",0
3005,U-3005,XXI,11/06/43,6/21/1944,9/20/1944,8/19/1944,05/03/45,Scuttled,0,,,0,"AG Weser, Bremen",0
3006,U-3006,XXI,11/06/43,06/12/44,10/05/44,8/25/1944,05/01/45,Scuttled,0,,,0,"AG Weser, Bremen",0
3007,U-3007,XXI,11/06/43,07/09/44,10/22/1944,09/04/44,2/24/1945,Sunk,0,,,1,"AG Weser, Bremen",0
3008,U-3008,XXI,11/06/43,07/02/44,10/19/1944,9/14/1944,05/09/45,Surrendered,0,,,0,"AG Weser, Bremen",0
3009,U-3009,XXI,11/06/43,7/21/1944,11/10/44,9/29/1944,05/01/45,Scuttled,0,,,0,"AG Weser, Bremen",0
3010,U-3010,XXI,11/06/43,7/13/1944,11/11/44,10/10/44,05/03/45,Scuttled,0,,,0,"AG Weser, Bremen",0
3011,U-3011,XXI,11/06/43,8/14/1944,12/21/1944,10/20/1944,05/03/45,Scuttled,0,,,0,"AG Weser, Bremen",0
3012,U-3012,XXI,11/06/43,8/26/1944,12/04/44,10/18/1944,05/03/45,Scuttled,0,,,0,"AG Weser, Bremen",0
3013,U-3013,XXI,11/06/43,8/18/1944,11/22/1944,10/19/1944,05/03/45,Scuttled,0,,,0,"AG Weser, Bremen",0
3014,U-3014,XXI,11/06/43,8/28/1944,12/17/1944,10/25/1944,05/03/45,Scuttled,0,,,0,"AG Weser, Bremen",0
3015,U-3015,XXI,11/06/43,8/25/1944,12/17/1944,10/27/1944,05/05/45,Scuttled,0,,,0,"AG Weser, Bremen",0
3016,U-3016,XXI,11/06/43,09/06/44,01/05/45,11/02/44,05/02/45,Scuttled,0,,,0,"AG Weser, Bremen",0
3017,U-3017,XXI,11/06/43,09/02/44,01/05/45,11/05/44,05/09/45,Surrendered,0,,,0,"AG Weser, Bremen",0
3018,U-3018,XXI,11/06/43,9/18/1944,01/07/45,11/09/44,05/02/45,Scuttled,0,,,0,"AG Weser, Bremen",0
3019,U-3019,XXI,11/06/43,09/10/44,12/23/1944,11/07/44,05/02/45,Scuttled,0,,,0,"AG Weser, Bremen",0
3020,U-3020,XXI,11/06/43,10/01/44,12/23/1944,11/16/1944,05/02/45,Scuttled,0,,,0,"AG Weser, Bremen",0
3021,U-3021,XXI,11/06/43,9/26/1944,01/12/45,11/27/1944,05/02/45,Scuttled,0,,,0,"AG Weser, Bremen",0
3022,U-3022,XXI,11/06/43,10/06/44,1/25/1945,11/30/1944,05/05/45,Scuttled,0,,,0,"AG Weser, Bremen",0
3023,U-3023,XXI,11/06/43,10/03/44,1/22/1945,12/02/44,05/03/45,Scuttled,0,,,0,"AG Weser, Bremen",0
3024,U-3024,XXI,11/06/43,10/14/1944,1/13/1945,12/06/44,05/03/45,Scuttled,0,,,0,"AG Weser, Bremen",0
3025,U-3025,XXI,11/06/43,10/12/44,1/20/1945,12/09/44,05/03/45,Scuttled,0,,,0,"AG Weser, Bremen",0
3026,U-3026,XXI,11/06/43,10/19/1944,1/22/1945,12/14/1944,05/03/45,Scuttled,0,,,0,"AG Weser, Bremen",0
3027,U-3027,XXI,11/06/43,10/18/1944,1/25/1945,12/18/1944,05/03/45,Scuttled,0,,,0,"AG Weser, Bremen",0
3028,U-3028,XXI,11/06/43,10/26/1944,1/27/1945,12/22/1944,05/03/45,Scuttled,0,,,0,"AG Weser, Bremen",0
3029,U-3029,XXI,11/06/43,10/24/1944,02/05/45,12/28/1944,05/03/45,Scuttled,0,,,0,"AG Weser, Bremen",0
3030,U-3030,XXI,11/06/43,11/02/44,2/14/1945,12/31/1944,05/08/45,Scuttled,0,54.3,10.06,0,"AG Weser, Bremen",0
3031,U-3031,XXI,11/06/43,10/30/1944,2/28/1945,01/06/45,05/03/45,Scuttled,0,,,0,"AG Weser, Bremen",0
3032,U-3032,XXI,11/06/43,11/09/44,02/12/45,01/10/45,05/03/45,Sunk,24,54.26,11.32,36,"AG Weser, Bremen",0
3033,U-3033,XXI,11/06/43,11/06/44,2/27/1945,1/20/1945,05/04/45,Scuttled,0,,,0,"AG Weser, Bremen",0
3034,U-3034,XXI,11/06/43,11/14/1944,3/31/1945,1/21/1945,05/04/45,Scuttled,0,,,0,"AG Weser, Bremen",0
3035,U-3035,XXI,11/06/43,11/11/44,03/01/45,1/24/1945,05/09/45,Surrendered,0,,,0,"AG Weser, Bremen",0
3037,U-3037,XXI,11/06/43,11/18/1944,03/03/45,1/31/1945,05/03/45,Scuttled,0,,,0,"AG Weser, Bremen",0
3038,U-3038,XXI,11/06/43,12/01/44,03/04/45,02/07/45,05/03/45,Scuttled,0,,,0,"AG Weser, Bremen",0
3039,U-3039,XXI,11/06/43,11/29/1944,03/08/45,2/14/1945,05/03/45,Scuttled,0,,,0,"AG Weser, Bremen",0
3040,U-3040,XXI,11/06/43,12/09/44,03/08/45,02/10/45,05/03/45,Scuttled,0,,,0,"AG Weser, Bremen",0
3041,U-3041,XXI,11/06/43,12/07/44,03/10/45,2/13/1945,05/09/45,Surrendered,0,,,0,"AG Weser, Bremen",0
3044,U-3044,XXI,11/06/43,12/21/1944,3/27/1945,03/01/45,05/05/45,Scuttled,0,,,0,"AG Weser, Bremen",0
3501,U-3501,XXI,11/06/43,3/20/1944,7/29/1944,4/19/1944,05/05/45,Scuttled,0,,,0,"F Schichau GmbH, Danzig",0
3502,U-3502,XXI,11/06/43,4/16/1944,8/19/1944,07/06/44,05/03/45,Decommissioned,0,,,0,"F Schichau GmbH, Danzig",0
3503,U-3503,XXI,11/06/43,6/17/1944,09/09/44,7/27/1944,05/08/45,Scuttled,0,57.39,11.44,0,"F Schichau GmbH, Danzig",0
3504,U-3504,XXI,11/06/43,6/30/1944,9/23/1944,8/15/1944,05/02/45,Scuttled,0,,,0,"F Schichau GmbH, Danzig",0
3505,U-3505,XXI,11/06/43,07/09/44,10/07/44,8/25/1944,04/03/45,Sunk,0,,,0,"F Schichau GmbH, Danzig",0
3506,U-3506,XXI,11/06/43,7/14/1944,10/16/1944,8/28/1944,05/01/45,Scuttled,0,,,0,"F Schichau GmbH, Danzig",0
3507,U-3507,XXI,11/06/43,7/19/1944,10/19/1944,9/16/1944,05/03/45,Scuttled,0,,,0,"F Schichau GmbH, Danzig",0
3508,U-3508,XXI,11/06/43,7/25/1944,11/02/44,9/22/1944,03/04/45,Sunk,0,,,0,"F Schichau GmbH, Danzig",0
3509,U-3509,XXI,11/06/43,7/29/1944,1/29/1945,9/27/1944,05/03/45,Scuttled,0,,,0,"F Schichau GmbH, Danzig",0
3510,U-3510,XXI,11/06/43,08/06/44,11/11/44,10/04/44,05/05/45,Scuttled,0,,,0,"F Schichau GmbH, Danzig",0
3511,U-3511,XXI,11/06/43,8/14/1944,11/18/1944,10/11/44,05/03/45,Scuttled,0,,,0,"F Schichau GmbH, Danzig",0
3512,U-3512,XXI,11/06/43,8/15/1944,11/27/1944,10/11/44,04/08/45,Sunk,0,,,0,"F Schichau GmbH, Danzig",0
3513,U-3513,XXI,11/06/43,8/20/1944,12/02/44,10/21/1944,05/03/45,Scuttled,0,,,0,"F Schichau GmbH, Danzig",0
3514,U-3514,XXI,11/06/43,8/21/1944,12/09/44,10/21/1944,05/09/45,Surrendered,0,,,0,"F Schichau GmbH, Danzig",0
3515,U-3515,XXI,11/06/43,8/27/1944,12/14/1944,11/04/44,05/09/45,Surrendered,0,,,0,"F Schichau GmbH, Danzig",0
3516,U-3516,XXI,11/06/43,8/28/1944,12/18/1944,11/04/44,05/02/45,Scuttled,0,,,0,"F Schichau GmbH, Danzig",0
3517,U-3517,XXI,11/06/43,09/12/44,12/22/1944,11/11/44,05/02/45,Scuttled,0,,,0,"F Schichau GmbH, Danzig",0
3518,U-3518,XXI,11/06/43,09/12/44,12/29/1944,11/11/44,05/03/45,Scuttled,0,,,0,"F Schichau GmbH, Danzig",0
3519,U-3519,XXI,11/06/43,9/19/1944,01/06/45,11/23/1944,03/02/45,Sunk,3,54.11,12.05,75,"F Schichau GmbH, Danzig",0
3520,U-3520,XXI,11/06/43,9/20/1944,01/12/45,11/23/1944,1/31/1945,Sunk,0,54.28,10.12,85,"F Schichau GmbH, Danzig",0
3521,U-3521,XXI,11/06/43,9/24/1944,1/14/1945,12/03/44,05/02/45,Scuttled,0,,,0,"F Schichau GmbH, Danzig",0
3522,U-3522,XXI,11/06/43,9/25/1944,1/21/1945,12/03/44,05/02/45,Scuttled,0,,,0,"F Schichau GmbH, Danzig",0
3523,U-3523,XXI,11/06/43,10/07/44,1/23/1945,12/14/1944,05/06/45,Sunk,0,57.52,10.49,58,"F Schichau GmbH, Danzig",0
3524,U-3524,XXI,11/06/43,10/08/44,1/26/1945,12/14/1944,05/05/45,Scuttled,0,,,0,"F Schichau GmbH, Danzig",0
3525,U-3525,XXI,11/06/43,10/17/1944,1/31/1945,12/23/1944,4/30/1945,Damaged,0,,,0,"F Schichau GmbH, Danzig",0
3526,U-3526,XXI,11/06/43,10/18/1944,3/22/1945,12/23/1944,05/05/45,Scuttled,0,,,0,"F Schichau GmbH, Danzig",0
3527,U-3527,XXI,11/06/43,10/25/1944,03/10/45,01/10/45,05/05/45,Scuttled,0,,,0,"F Schichau GmbH, Danzig",0
3528,U-3528,XXI,11/06/43,10/26/1944,3/18/1945,01/10/45,05/05/45,Scuttled,0,,,0,"F Schichau GmbH, Danzig",0
3529,U-3529,XXI,11/06/43,11/02/44,3/22/1945,1/26/1945,05/05/45,Scuttled,0,,,0,"F Schichau GmbH, Danzig",0
3530,U-3530,XXI,11/06/43,11/03/44,3/22/1945,1/26/1945,05/03/45,Scuttled,0,,,0,"F Schichau GmbH, Danzig",0
4701,U-4701,XXIII,07/07/44,10/19/1944,01/10/45,12/14/1944,05/05/45,Scuttled,0,55.43,10.1,0,"F. Krupp Germaniawerft AG, Kiel",0
4702,U-4702,XXIII,07/07/44,10/28/1944,01/12/45,12/20/1944,05/05/45,Scuttled,0,54.48,9.49,0,"F. Krupp Germaniawerft AG, Kiel",0
4703,U-4703,XXIII,07/07/44,11/01/44,1/21/1945,01/03/45,05/05/45,Scuttled,0,,,0,"F. Krupp Germaniawerft AG, Kiel",0
4704,U-4704,XXIII,07/07/44,11/09/44,3/14/1945,2/13/1945,05/05/45,Scuttled,0,54.53,9.5,0,"F. Krupp Germaniawerft AG, Kiel",0
4705,U-4705,XXIII,07/07/44,11/10/44,02/02/45,01/11/45,05/03/45,Scuttled,0,,,0,"F. Krupp Germaniawerft AG, Kiel",0
4706,U-4706,XXIII,07/07/44,11/14/1944,02/07/45,1/19/1945,05/09/45,Surrendered,0,,,0,"F. Krupp Germaniawerft AG, Kiel",0
4707,U-4707,XXIII,07/07/44,12/05/44,2/20/1945,1/25/1945,05/05/45,Scuttled,0,,,0,"F. Krupp Germaniawerft AG, Kiel",0
4709,U-4709,XXIII,07/07/44,12/01/44,03/03/45,02/08/45,05/04/45,Scuttled,0,,,0,"F. Krupp Germaniawerft AG, Kiel",0
4710,U-4710,XXIII,07/07/44,03/01/45,05/01/45,4/14/1945,05/05/45,Scuttled,0,,,0,"F. Krupp Germaniawerft AG, Kiel",0
